number,value,datetime_start,datetime_complete,duration,params_activation,params_hidden_dim,params_lambda_mono,params_learning_rate,params_num_layers,params_weight_decay,user_attrs_optimal_epochs,state
101,0.1289171688258648,2026-02-28 14:10:29.157801,2026-02-28 14:12:41.951683,0 days 00:02:12.793882,SiLU,128,0.9269089252861622,0.0035547797813945815,3,5.7949333695451734e-05,86.0,COMPLETE
102,0.1340496775507927,2026-02-28 14:12:41.972904,2026-02-28 14:16:23.112997,0 days 00:03:41.140093,GELU,128,0.4965838562350136,0.0031110455421041374,2,0.00039084971562627436,180.0,COMPLETE
103,0.12599387183785438,2026-02-28 14:16:23.135429,2026-02-28 14:17:58.346274,0 days 00:01:35.210845,GELU,128,0.6650595267679851,0.0026934281614913328,3,7.101824962297651e-05,50.0,COMPLETE
104,0.1270858781784773,2026-02-28 14:17:58.373901,2026-02-28 14:19:20.842278,0 days 00:01:22.468377,GELU,128,0.5712977385771876,0.00383557832066162,3,5.266359004875535e-05,36.0,COMPLETE
105,0.1274628126621246,2026-02-28 14:19:20.868734,2026-02-28 14:20:53.990926,0 days 00:01:33.122192,GELU,128,0.6309581034425834,0.0019156559872147575,3,6.200443827132931e-05,51.0,COMPLETE
106,0.1299929314851761,2026-02-28 14:20:54.022507,2026-02-28 14:22:17.484891,0 days 00:01:23.462384,GELU,48,0.5281288313452128,0.0028015531605877146,3,8.560974311237224e-05,40.0,COMPLETE
107,0.12689508393406868,2026-02-28 14:22:17.516179,2026-02-28 14:23:36.146097,0 days 00:01:18.629918,GELU,128,0.7482303080028654,0.002545604055253435,3,7.6358403878753e-05,34.0,COMPLETE
108,0.12885616309940814,2026-02-28 14:23:36.175288,2026-02-28 14:25:13.939208,0 days 00:01:37.763920,GELU,128,0.6058053699544009,0.0029065450935319005,3,6.722404818770363e-05,53.0,COMPLETE
109,0.12733851648867128,2026-02-28 14:25:13.968514,2026-02-28 14:26:44.713836,0 days 00:01:30.745322,GELU,128,0.7970628262956203,0.002424829376537569,3,0.00012149764247760822,47.0,COMPLETE
110,0.12601689033210278,2026-02-28 14:26:44.746780,2026-02-28 14:28:24.830293,0 days 00:01:40.083513,GELU,128,0.5538670485976007,0.002310132030662048,3,5.047151587050261e-05,54.0,COMPLETE
111,0.134047729074955,2026-02-28 14:28:24.858543,2026-02-28 14:31:34.788338,0 days 00:03:09.929795,GELU,96,0.4318256928855325,0.0022387960050407815,3,0.0012223125683640745,142.0,COMPLETE
112,0.12883513927459717,2026-02-28 14:31:34.821326,2026-02-28 14:33:23.981488,0 days 00:01:49.160162,GELU,128,0.6582957833059315,0.0020815070718966833,3,5.714905218199276e-05,61.0,COMPLETE
113,0.12781853482127187,2026-02-28 14:33:24.019337,2026-02-28 14:34:51.426476,0 days 00:01:27.407139,GELU,128,0.4549634571068384,0.002763096916765043,3,9.030887364530426e-05,39.0,COMPLETE
114,0.12737245962023738,2026-02-28 14:34:51.459837,2026-02-28 14:36:14.673084,0 days 00:01:23.213247,GELU,64,0.49622735500843423,0.0028670396932541226,3,0.00010323934210333913,40.0,COMPLETE
115,0.12663271456956862,2026-02-28 14:36:14.699081,2026-02-28 14:38:06.508020,0 days 00:01:51.808939,GELU,64,0.6956229871061075,0.002618594415239947,3,9.244659969215671e-05,62.0,COMPLETE
116,0.1256813791394234,2026-02-28 14:38:06.538601,2026-02-28 14:40:01.059709,0 days 00:01:54.521108,GELU,96,0.39218066777502963,0.002485490344389695,3,7.940441470181187e-05,71.0,COMPLETE
117,0.12601781710982324,2026-02-28 14:40:01.085389,2026-02-28 14:41:29.297042,0 days 00:01:28.211653,GELU,96,0.3966608247584218,0.002499195566091393,3,6.308678160771942e-05,45.0,COMPLETE
118,0.1230414455384016,2026-02-28 14:41:29.328915,2026-02-28 14:43:30.370101,0 days 00:02:01.041186,GELU,96,0.267900843208578,0.002568313228116084,3,7.956242389144009e-05,75.0,COMPLETE
119,0.12848509907722472,2026-02-28 14:43:30.402745,2026-02-28 14:44:59.278169,0 days 00:01:28.875424,GELU,96,0.30410958496372803,0.0023780604960316307,3,8.017135577971897e-05,45.0,COMPLETE
120,0.13117063999176026,2026-02-28 14:44:59.307949,2026-02-28 14:47:05.636960,0 days 00:02:06.329011,SiLU,96,0.2469414310686016,0.002671129002084092,3,7.221195334036678e-05,73.0,COMPLETE
121,0.12818931624293328,2026-02-28 14:47:05.667011,2026-02-28 14:48:33.639340,0 days 00:01:27.972329,GELU,96,0.18755430220816807,0.003055396058920445,3,5.505094290729653e-05,43.0,COMPLETE
122,0.1207480888068676,2026-02-28 14:48:33.674682,2026-02-28 14:50:09.177580,0 days 00:01:35.502898,GELU,96,0.36408455929105954,0.0029549607810257224,3,7.010115160487686e-05,50.0,COMPLETE
123,0.1242656198143959,2026-02-28 14:50:09.212968,2026-02-28 14:51:38.289771,0 days 00:01:29.076803,GELU,96,0.279469391491798,0.002964738446806827,3,6.741155410334602e-05,46.0,COMPLETE
124,0.125655584782362,2026-02-28 14:51:38.319594,2026-02-28 14:53:05.185082,0 days 00:01:26.865488,GELU,96,0.23309684133150133,0.0029757716858774736,3,6.886645983260547e-05,44.0,COMPLETE
125,0.12830206051468848,2026-02-28 14:53:05.219269,2026-02-28 14:54:35.949721,0 days 00:01:30.730452,GELU,96,0.2814800104716357,0.0032984774688787025,3,6.022783916306417e-05,48.0,COMPLETE
126,0.12819799199700355,2026-02-28 14:54:35.978197,2026-02-28 14:55:54.240695,0 days 00:01:18.262498,GELU,96,0.19494233479738138,0.002944276961555098,3,7.346637425170813e-05,36.0,COMPLETE
127,0.1271105709671974,2026-02-28 14:55:54.264946,2026-02-28 14:57:24.022522,0 days 00:01:29.757576,GELU,96,0.23459155298680184,0.0029954464375013513,3,6.432205490594936e-05,47.0,COMPLETE
128,0.12961775742471218,2026-02-28 14:57:24.051323,2026-02-28 14:59:00.881951,0 days 00:01:36.830628,GELU,96,0.10653617146931799,0.003131674518728939,3,6.871530461536988e-05,54.0,COMPLETE
129,0.12954521775245667,2026-02-28 14:59:00.904862,2026-02-28 15:00:24.923681,0 days 00:01:24.018819,GELU,96,0.12822871253018625,0.002827128109033207,3,5.853201028710239e-05,40.0,COMPLETE
130,0.12561365373432637,2026-02-28 15:00:24.952071,2026-02-28 15:01:58.787182,0 days 00:01:33.835111,GELU,96,0.23249630970175894,0.003512951672971386,3,5.312305300416126e-05,47.0,COMPLETE
131,0.12746207520365713,2026-02-28 15:01:58.814139,2026-02-28 15:03:25.610754,0 days 00:01:26.796615,GELU,96,0.28443494828570026,0.00375597947943116,3,5.6130982497423716e-05,42.0,COMPLETE
132,0.12723961755633356,2026-02-28 15:03:25.638521,2026-02-28 15:05:00.332354,0 days 00:01:34.693833,GELU,96,0.3713300081415682,0.0034496404711912496,3,5.08143056413436e-05,48.0,COMPLETE
133,0.1262973056733608,2026-02-28 15:05:00.353860,2026-02-28 15:06:29.504358,0 days 00:01:29.150498,GELU,96,0.23209991843095457,0.0038523746671043123,3,5.396431631912097e-05,41.0,COMPLETE
134,0.12844586446881295,2026-02-28 15:06:29.532770,2026-02-28 15:08:14.027010,0 days 00:01:44.494240,GELU,96,0.3439079512676655,0.0036116713551423737,3,8.535205325251816e-05,57.0,COMPLETE
135,0.12733539715409278,2026-02-28 15:08:14.048968,2026-02-28 15:09:34.589356,0 days 00:01:20.540388,GELU,96,0.17465009854857239,0.0032526176968276158,3,6.306887227729298e-05,37.0,COMPLETE
136,0.1265095518529415,2026-02-28 15:09:34.615238,2026-02-28 15:12:10.318552,0 days 00:02:35.703314,GELU,96,0.259122887757203,0.0015754727636114146,3,0.0002977061716058461,110.0,COMPLETE
137,0.127150469571352,2026-02-28 15:12:10.341354,2026-02-28 15:14:23.393748,0 days 00:02:13.052394,GELU,48,0.15779897615869165,0.003146936825856216,3,0.00022972352407259588,88.0,COMPLETE
138,0.13027270749211312,2026-02-28 15:14:23.414857,2026-02-28 15:15:44.994587,0 days 00:01:21.579730,GELU,96,0.32185834286626686,0.0033426523461638374,3,0.00017367567424720517,37.0,COMPLETE
139,0.12785451352596283,2026-02-28 15:15:45.023597,2026-02-28 15:17:27.609639,0 days 00:01:42.586042,GELU,96,0.21793027269028242,0.002720624338051875,3,6.980931099410212e-05,58.0,COMPLETE
140,0.12775868877768518,2026-02-28 15:17:27.641713,2026-02-28 15:18:58.524392,0 days 00:01:30.882679,GELU,96,0.3542449740635354,0.0030208667866486517,3,7.643624816005652e-05,43.0,COMPLETE
141,0.1288318505883217,2026-02-28 15:18:58.553335,2026-02-28 15:20:35.574433,0 days 00:01:37.021098,SiLU,128,0.2895330922648811,0.002916244113386064,3,6.201535138081001e-05,48.0,COMPLETE
142,0.1281130300462246,2026-02-28 15:20:35.603061,2026-02-28 15:21:58.807871,0 days 00:01:23.204810,GELU,96,1.0420846378550013,0.0034661565665000094,3,5.7708953239062944e-05,40.0,COMPLETE
143,0.1289378376305103,2026-02-28 15:21:58.839995,2026-02-28 15:23:31.282017,0 days 00:01:32.442022,GELU,128,0.42768728475064965,0.0025812496228506954,3,6.733672983670781e-05,44.0,COMPLETE
144,0.12669649139046668,2026-02-28 15:23:31.309698,2026-02-28 15:24:51.738234,0 days 00:01:20.428536,GELU,128,0.2226345447188911,0.002754902349783184,3,5.012760509677529e-05,38.0,COMPLETE
145,0.12751014471054076,2026-02-28 15:24:51.764640,2026-02-28 15:26:05.487587,0 days 00:01:13.722947,GELU,128,0.7279072130734581,0.0039380706846242185,3,8.122443085861713e-05,31.0,COMPLETE
146,0.12534309655427933,2026-02-28 15:26:05.516866,2026-02-28 15:27:29.567687,0 days 00:01:24.050821,GELU,128,0.9670577259079449,0.002584385902472654,3,7.423279064355882e-05,41.0,COMPLETE
147,0.12557079017162326,2026-02-28 15:27:29.593672,2026-02-28 15:29:09.766999,0 days 00:01:40.173327,GELU,128,0.2612942374522285,0.0025345784159000614,3,7.317000889782735e-05,52.0,COMPLETE
148,0.1279440940916538,2026-02-28 15:29:09.789873,2026-02-28 15:30:35.891549,0 days 00:01:26.101676,GELU,128,0.8859077405366368,0.002557802726174056,3,7.513164505295717e-05,39.0,COMPLETE
149,0.1354871691763401,2026-02-28 15:30:35.919298,2026-02-28 15:32:52.124597,0 days 00:02:16.205299,GELU,128,0.9541584839648428,0.0024397183469366188,2,8.691052299391068e-05,99.0,COMPLETE
150,0.12692507669329642,2026-02-28 15:32:52.148726,2026-02-28 15:34:44.611682,0 days 00:01:52.462956,GELU,128,1.0956029815595678,0.0017855586480233856,3,9.82021442288085e-05,64.0,COMPLETE
151,0.12927795886993407,2026-02-28 15:34:44.646695,2026-02-28 15:36:29.465508,0 days 00:01:44.818813,GELU,128,0.9984582918157863,0.002664423722123748,3,5.398270923454601e-05,60.0,COMPLETE
152,0.12640518903732298,2026-02-28 15:36:29.495232,2026-02-28 15:38:31.633275,0 days 00:02:02.138043,GELU,128,0.933565081254936,0.0014345383166363918,3,5.992593529109451e-05,79.0,COMPLETE
153,0.12652168080210685,2026-02-28 15:38:31.653542,2026-02-28 15:39:51.078709,0 days 00:01:19.425167,GELU,128,0.256940017571305,0.00281790110803196,3,7.204910566145577e-05,37.0,COMPLETE
154,0.1278931914269924,2026-02-28 15:39:51.108394,2026-02-28 15:41:35.119511,0 days 00:01:44.011117,GELU,128,0.3011750314189599,0.0025499527322682225,3,6.48530379678362e-05,61.0,COMPLETE
155,0.12985157281160356,2026-02-28 15:41:35.143402,2026-02-28 15:43:02.042197,0 days 00:01:26.898795,GELU,96,0.9708347227654894,0.0016967833532652477,3,7.860314266283919e-05,44.0,COMPLETE
156,0.12775091595947743,2026-02-28 15:43:02.065213,2026-02-28 15:44:26.034890,0 days 00:01:23.969677,GELU,128,0.2119940525626675,0.0027176113547480603,3,6.918398491975999e-05,38.0,COMPLETE
157,0.12725543804466724,2026-02-28 15:44:26.057952,2026-02-28 15:46:01.340027,0 days 00:01:35.282075,GELU,128,0.27880230346465906,0.003669750357556784,3,0.00010922122365913202,48.0,COMPLETE
158,0.1266687346994877,2026-02-28 15:46:01.371866,2026-02-28 15:47:52.239190,0 days 00:01:50.867324,GELU,48,0.6856909684821956,0.0029661523137131983,3,8.554119453009594e-05,67.0,COMPLETE
159,0.12726192370057107,2026-02-28 15:47:52.274631,2026-02-28 15:49:36.032280,0 days 00:01:43.757649,GELU,96,0.14900245638357779,0.002370721133038461,3,6.040847234578886e-05,53.0,COMPLETE
160,0.12716295838356018,2026-02-28 15:49:36.061302,2026-02-28 15:51:09.435345,0 days 00:01:33.374043,GELU,128,0.7659705659567007,0.0028736021145235385,3,5.4479336733375536e-05,50.0,COMPLETE
161,0.12373649545013905,2026-02-28 15:51:09.461874,2026-02-28 15:52:36.805367,0 days 00:01:27.343493,GELU,96,0.2472094540859397,0.0031993357745147147,3,7.259452498382867e-05,42.0,COMPLETE
162,0.1265796174108982,2026-02-28 15:52:36.827901,2026-02-28 15:54:04.850681,0 days 00:01:28.022780,GELU,128,0.2626011082514411,0.0031691098293986464,3,9.020780243960459e-05,45.0,COMPLETE
163,0.12690250501036643,2026-02-28 15:54:04.884427,2026-02-28 15:55:39.156381,0 days 00:01:34.271954,GELU,96,0.24946158350320424,0.0030459350888806373,3,7.328219844240732e-05,49.0,COMPLETE
164,0.12993946939706805,2026-02-28 15:55:39.178537,2026-02-28 15:57:00.676773,0 days 00:01:21.498236,GELU,96,0.33058322850317967,0.0035600425531148814,3,6.5994301990759e-05,33.0,COMPLETE
165,0.1264000044763088,2026-02-28 15:57:00.705076,2026-02-28 15:58:52.204103,0 days 00:01:51.499027,GELU,96,1.128008713801552,0.002487087481900864,3,7.820793584147477e-05,63.0,COMPLETE
166,0.13014990866184234,2026-02-28 15:58:52.229270,2026-02-28 16:00:18.884800,0 days 00:01:26.655530,GELU,96,0.20851186357134477,0.0032527718371448493,3,5.77639396502135e-05,43.0,COMPLETE
167,0.13214251637458801,2026-02-28 16:00:18.919592,2026-02-28 16:02:00.054279,0 days 00:01:41.134687,GELU,96,0.17855664968143486,0.001312629116394122,3,8.209422337869658e-05,57.0,COMPLETE
168,0.12904139377176763,2026-02-28 16:02:00.079714,2026-02-28 16:03:37.270337,0 days 00:01:37.190623,GELU,96,0.7142604152643505,0.0026151573487408087,3,7.120919256791278e-05,52.0,COMPLETE
169,0.12873546287417412,2026-02-28 16:03:37.299521,2026-02-28 16:05:20.586660,0 days 00:01:43.287139,SiLU,128,0.5376285276578319,0.0028066053381920297,3,6.425544060471729e-05,55.0,COMPLETE
170,0.1268044087290764,2026-02-28 16:05:20.609205,2026-02-28 16:06:32.586415,0 days 00:01:11.977210,GELU,96,0.8066393865136323,0.0037548738450070202,3,9.945871692597105e-05,29.0,COMPLETE
171,0.12586092546582223,2026-02-28 16:06:32.616088,2026-02-28 16:08:27.387267,0 days 00:01:54.771179,GELU,128,0.648923435914506,0.0022497413233036182,3,5.294900396493607e-05,68.0,COMPLETE
172,0.12783929362893104,2026-02-28 16:08:27.417920,2026-02-28 16:10:01.532727,0 days 00:01:34.114807,GELU,96,0.3068976332429617,0.0030530832579605672,3,7.52206882547804e-05,46.0,COMPLETE
173,0.1267710592597723,2026-02-28 16:10:01.554487,2026-02-28 16:11:25.564428,0 days 00:01:24.009941,GELU,128,0.36639189703518465,0.0026619478949784056,3,6.829072167144272e-05,40.0,COMPLETE
174,0.12607055313885213,2026-02-28 16:11:25.591053,2026-02-28 16:12:54.121784,0 days 00:01:28.530731,GELU,128,0.5138757608276228,0.002568645972499499,3,6.14449328987212e-05,45.0,COMPLETE
175,0.13340015426278112,2026-02-28 16:12:54.145567,2026-02-28 16:16:04.240496,0 days 00:03:10.094929,GELU,128,0.4423374576053123,0.0027679391880679844,3,0.0008984860631165374,152.0,COMPLETE
176,0.12555726371705533,2026-02-28 16:16:04.268560,2026-02-28 16:17:54.591124,0 days 00:01:50.322564,GELU,128,0.4786401699844899,0.002439536897186613,3,9.121223400802259e-05,65.0,COMPLETE
177,0.128724751919508,2026-02-28 16:17:54.611893,2026-02-28 16:19:27.618714,0 days 00:01:33.006821,GELU,128,0.2375192768292327,0.0024216275716885437,3,9.270572501696332e-05,51.0,COMPLETE
178,0.1262778111547232,2026-02-28 16:19:27.646369,2026-02-28 16:20:50.458033,0 days 00:01:22.811664,GELU,128,0.4737591011602074,0.003987349747179778,3,8.516190827405018e-05,40.0,COMPLETE
179,0.12657164521515368,2026-02-28 16:20:50.482192,2026-02-28 16:22:42.141285,0 days 00:01:51.659093,GELU,96,0.5013655506979435,0.0022976017142810152,3,7.687908971030439e-05,69.0,COMPLETE
180,0.12679990842938424,2026-02-28 16:22:42.167583,2026-02-28 16:24:10.818063,0 days 00:01:28.650480,GELU,128,0.27693276419978224,0.00341401317090128,3,9.309988762453954e-05,42.0,COMPLETE
181,0.1298640286922455,2026-02-28 16:24:10.848491,2026-02-28 16:25:44.605004,0 days 00:01:33.756513,GELU,96,0.5692149370668775,0.0028997882815968343,3,5.7889175411258057e-05,49.0,COMPLETE
182,0.12676376476883888,2026-02-28 16:25:44.641191,2026-02-28 16:27:28.966876,0 days 00:01:44.325685,GELU,128,0.8570739171414646,0.0025000407937384806,3,8.2597853281653e-05,61.0,COMPLETE
183,0.12866693176329136,2026-02-28 16:27:28.995798,2026-02-28 16:28:44.204929,0 days 00:01:15.209131,GELU,128,0.40090635848971845,0.0026081565428833515,3,6.690328367308596e-05,33.0,COMPLETE
184,0.12844448432326316,2026-02-28 16:28:44.236139,2026-02-28 16:30:12.778338,0 days 00:01:28.542199,GELU,128,0.4573033226130985,0.0026437402371213875,3,7.163600917399285e-05,46.0,COMPLETE
185,0.12323040783405304,2026-02-28 16:30:12.807299,2026-02-28 16:31:56.745405,0 days 00:01:43.938106,GELU,128,1.053833880729897,0.0027298454613849323,3,5.064941393313296e-05,60.0,COMPLETE
186,0.12468049481511116,2026-02-28 16:31:56.768223,2026-02-28 16:33:50.518657,0 days 00:01:53.750434,GELU,128,1.0624164851869657,0.0027455385115549213,3,5.1186766451899744e-05,62.0,COMPLETE
187,0.1274150265008211,2026-02-28 16:33:50.554634,2026-02-28 16:35:30.405280,0 days 00:01:39.850646,GELU,128,1.0554988770662457,0.0027323283236686626,3,5.089448048845816e-05,55.0,COMPLETE
188,0.1307736037671566,2026-02-28 16:35:30.430294,2026-02-28 16:36:52.511847,0 days 00:01:22.081553,GELU,128,1.100629509066044,0.0025171759371323383,3,5.273059811098086e-05,38.0,COMPLETE
189,0.12213734045624731,2026-02-28 16:36:52.542871,2026-02-28 16:38:37.892775,0 days 00:01:45.349904,GELU,128,1.0367725791603455,0.00286029967221869,3,5.041894904817725e-05,61.0,COMPLETE
190,0.12624858424067495,2026-02-28 16:38:37.914698,2026-02-28 16:40:06.890053,0 days 00:01:28.975355,GELU,128,1.0295622757254126,0.0028452661501425034,3,5.027552068703467e-05,46.0,COMPLETE
191,0.12550747558474543,2026-02-28 16:40:06.923460,2026-02-28 16:41:32.305159,0 days 00:01:25.381699,GELU,128,0.9900632603690999,0.002726300334548896,3,5.638223975993785e-05,41.0,COMPLETE
192,0.12441275611519816,2026-02-28 16:41:32.330003,2026-02-28 16:43:01.885927,0 days 00:01:29.555924,GELU,128,1.0487723913049727,0.0027536456603102226,3,5.5991445497928905e-05,44.0,COMPLETE
193,0.1270202012360096,2026-02-28 16:43:01.918331,2026-02-28 16:44:38.075268,0 days 00:01:36.156937,GELU,128,1.0838757183840082,0.0027206197952191324,3,5.567205827139385e-05,51.0,COMPLETE
194,0.12688904091715814,2026-02-28 16:44:38.104483,2026-02-28 16:45:58.291793,0 days 00:01:20.187310,GELU,128,0.9920408138127059,0.0028049642540611203,3,5.658050763816473e-05,36.0,COMPLETE
195,0.12476089596748352,2026-02-28 16:45:58.322617,2026-02-28 16:47:18.922030,0 days 00:01:20.599413,GELU,128,1.0620067256065473,0.0027098636327461782,3,5.779345134414342e-05,38.0,COMPLETE
196,0.12667841158807275,2026-02-28 16:47:18.952283,2026-02-28 16:48:41.395720,0 days 00:01:22.443437,GELU,128,1.0178368204953347,0.002694121846270922,3,5.010114773198593e-05,40.0,COMPLETE
197,0.1237568097561598,2026-02-28 16:48:41.425560,2026-02-28 16:50:05.662024,0 days 00:01:24.236464,GELU,128,1.0608605618912612,0.0029155416660883696,3,6.075104241196644e-05,40.0,COMPLETE
198,0.12723760783672333,2026-02-28 16:50:05.682954,2026-02-28 16:51:27.081092,0 days 00:01:21.398138,GELU,128,1.0585242443873777,0.0029401425328541763,3,5.873268976141537e-05,37.0,COMPLETE
199,0.14441534250974658,2026-02-28 16:51:27.102272,2026-02-28 16:54:03.891908,0 days 00:02:36.789636,SiLU,128,1.0562462629456277,0.002889168322886348,2,6.121036666559294e-05,112.0,COMPLETE
200,0.12584946006536485,2026-02-28 16:54:03.921798,2026-02-28 16:55:46.643429,0 days 00:01:42.721631,GELU,128,0.9758640047794052,0.0027870487840555773,3,5.5482928580046164e-05,59.0,COMPLETE
201,0.1286602868139744,2026-02-28 16:55:46.671016,2026-02-28 16:57:00.359985,0 days 00:01:13.688969,GELU,128,1.034317411489226,0.003077411880297054,3,6.213357460440396e-05,31.0,COMPLETE
202,0.12360284745693209,2026-02-28 16:57:00.388228,2026-02-28 16:58:34.535130,0 days 00:01:34.146902,GELU,128,1.076021761402925,0.002876418317632296,3,5.7803523218513676e-05,42.0,COMPLETE
